experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_distractors
local_coherence	1	and_comma	2	44	The actress yelled at the cameraman, and the director hurried out of the room.	Did the cameraman hurry out of the room?	no	yes
local_coherence	1	and_comma	2	43	Sam hired the plumber, and the carpenter ordered the materials for the house.	Did the carpenter order materials?	yes	no
local_coherence	1	and_comma	2	42	The police arrested the burglar, and his brother phoned a lawyer for help.	Was the burglar arrested?	yes	no
local_coherence	1	and_comma	2	41	The knight greeted the king, and the queen waved to her people at the feast.	Did the king wave to people at the feast?	no	yes
local_coherence	1	and_no_comma	1	36	The crowd cheered for the model and the designer took a bow after the show.	Did the designer take a bow?	yes	no
local_coherence	1	and_no_comma	1	35	The juggler entertained the children and their parents drank wine at the party.	Did the juggler drink wine?	no	yes
local_coherence	1	and_no_comma	1	34	The woman dressed her baby and her son got his clothes from the dresser.	Did the women dress her son?	no	yes
local_coherence	1	and_no_comma	1	33	Diane hugged her boyfriend and her friend felt uncomfortable watching them.	Did Diane's friend feel uncomfortable?	yes	no
local_coherence	1	adverb_high	3	57	Jeff planned the party he will hold last month, but he hasn't sent invitations.	Has Jeff send invitations?	no	yes
local_coherence	1	relative_low	6	24	The niece of the butler who scolded himself for losing the key was very upset.	Was the butler very upset?	no	yes
local_coherence	1	relative_low	6	23	The aunt of the waiter who trained himself to cook wanted to own a restaurant.	Did the waiter want to own a restaurant?	no	yes
local_coherence	1	relative_low	6	22	The sister of the boy who taught himself advanced mathematics was very smart.	Was the sister of the boy very smart?	yes	no
local_coherence	1	relative_low	6	21	The daughter of the king who devoted himself to the kingdom was never emotional.	Was the daughter of the king emotional?	no	yes
local_coherence	1	relative_low	6	20	The niece of the fisherman who got himself a sailboat learned to sail.	Did the niece of the fisherman learn to sail?	yes	no
local_coherence	1	relative_low	6	19	The grandma of the policeman who educated himself at night became a teacher.	Did the grandma of the policeman become a teacher?	yes	no
local_coherence	1	relative_low	6	18	The uncle of the girl who prepared herself for the race was a great athlete.	Was the uncle of the girl a great athlete?	yes	no
local_coherence	1	relative_low	6	17	The nephew of the queen who praised herself all the time was very rude.	Was the queen very rude?	no	yes
local_coherence	1	relative_high	5	12	The sister of the prince who injured herself falling off a roof was still sad.	Was the prince sad?	no	yes
local_coherence	1	relative_high	5	11	The daughter of the actor who hated herself for failing always seemed unhappy.	Was the daughter of the actor happy?	no	yes
local_coherence	1	relative_high	5	10	The sister of the salesman who made a fool of herself at work was very angry.	Was the sister of the salesman angry?	yes	no
local_coherence	1	relative_high	5	9	The daughter of the man who complimented herself in public was beautiful.	Was the daughter of the man beautiful?	yes	no
local_coherence	1	filler	8	126	Judy cooked in the kitchen, and Richard barbecued outside in the yard.	Did Richard barbecue in the yard?	yes	no
local_coherence	1	filler	8	125	The gardener was happy with the flowers, but the owner of the house was not.	Was the owner happy with the flowers?	no	yes
local_coherence	1	filler	8	124	Sarah and her mother had steak, potatoes, and green beans for dinner last night.	Did Sarah eat spaghetti and meatballs?	no	yes
local_coherence	1	filler	8	123	Margo will open bakeries in Chicago and New York after getting a loan next year.	Will Margo open a bakery in New York?	yes	no
local_coherence	1	filler	8	122	Cindy treated herself to a vacation in China and several other Asian countries.	Did Cindy go on a vacation to Africa?	no	yes
local_coherence	1	filler	8	121	The nurse took care of the old lady who could not take care of herself.	Could the old lady take care of herself?	no	yes
local_coherence	1	filler	8	120	The pilot will fly a new airplane to Europe and back beginning next week.	Will the pilot fly to Europe?	yes	no
local_coherence	1	filler	8	119	Megan got angry with her boss and sued him for discrimination last month.	Did the boss sue for discrimination?	no	yes
local_coherence	1	adverb_low	4	72	Kim will display the photos she took last month, but she won't show all of them.	Will Kim show all the photos?	no	yes
