experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_distractors
local_coherence	1	relative_low	6	 6	The grandfather of the woman who killed herself last summer had been to prison.	Had the grandfather of the woman been to prison?	yes	no
local_coherence	1	relative_low	6	 5	The brother of the schoolgirl who burned herself was usually very careful.	Was the brother of the schoolgirl usually careful?	yes	no
local_coherence	1	adverb_high	3	 71	Bob will complete the project he started next month, but Fred won't finish his.	Will Fred finish his project?	no	yes
local_coherence	1	relative_low	6	 4	The son of the lady who politely introduced herself was popular at the party.	Was the lady popular at the party?	no	yes
local_coherence	1	relative_low	6	 3	The uncle of the waitress who hurt herself was shocked by the accident.	Was the waitress shocked by the accident?	no	yes
local_coherence	1	relative_low	6	 1	The son of the actress who shot herself on the set was under investigation.	Was the son of the actress under investigation?	yes	no
local_coherence	1	adverb_low	4	 71	Bob will complete the project he started last month, but Fred won't finish his.	Will Fred finish his project?	no	yes
local_coherence	1	adverb_low	4	 70	John hired the clerk he will promote next month, but he fired another employee.	Did John fire an employee?	yes	no
local_coherence	1	adverb_low	4	 69	Jim painted the picture he will display next month, but he isn't happy with it.	Did Jim paint the picture?	yes	no
local_coherence	1	adverb_low	4	 68	Cathy will burn the wood she gathered last week, but she will save some of it.	Will Cathy burn all the wood?	no	yes
local_coherence	1	adverb_low	4	 67	Mark will answer the email he got last week, but he doesn't know what to write.	Will Mark answer the email?	yes	no
local_coherence	1	adverb_low	4	 66	Chris cleaned the bookcase he will sell next week, but it is still very dusty.	Did Chris clean the bookcase?	yes	no
local_coherence	1	adverb_low	4	 65	Susan bought the wine she will drink next week, but she didn't buy any cheese.	Did Susan buy any cheese?	no	yes
local_coherence	1	adverb_low	4	 64	Mike watered the flower he will sell tomorrow, but he forgot to water the bush.	Did Mike forget to water the flowers?	no	yes
local_coherence	1	adverb_low	4	 63	Mary called the applicant she will interview tomorrow, but there was no answer.	Did the applicant answer?	no	yes
local_coherence	1	adverb_low	4	 62	James will fix the car he drove yesterday, but he will need some help.	Did James drive a car?	yes	no
local_coherence	1	adverb_low	4	 61	Linda will wear the sweater she washed yesterday, but she won't wear her skirt.	Will Linda wear her skirt?	no	yes
local_coherence	1	adverb_high	3	 60	Amy will visit the man she worked with next month, but she is nervous about it.	Is Amy nervous?	yes	no
local_coherence	1	adverb_high	3	 59	Paul will marry the woman he just met next month, but the wedding will be small.	Will Paul have a small wedding?	yes	no
local_coherence	1	adverb_high	3	 58	Dan wrote the speech he will deliver last month, but he hasn't practiced it yet.	Has Dan practiced the speech?	no	yes
local_coherence	1	adverb_high	3	 56	Lisa will change the plans she made next week, but she won't cancel any of them.	Will Lisa change her plans?	yes	no
local_coherence	1	adverb_high	3	 54	Joseph brewed the beer he will serve last week, but it is not very tasty.	Will Joseph serve the beer?	yes	no
local_coherence	1	adverb_high	3	 53	Jane prepared the lecture she will give last week, but still needs to review it.	Did Jane review the lecture?	no	yes
local_coherence	1	adverb_high	3	 52	Sue insulted the candidate she will debate yesterday, but she wishes she hadn't.	Did Sue insult the candidate?	yes	no
local_coherence	1	adverb_high	3	 50	Robert will meet the friend he phoned tomorrow, but he doesn't want to.	Does Robert want to meet his friend?	no	yes
local_coherence	1	adverb_high	3	 49	Anne will serve the apples she picked tomorrow, but she won't serve the plums.	Will Anne serve the plums?	no	yes
local_coherence	1	and_comma	2	 48	The witness identified the man, and his wife ran away from the police station.	Did the witness run away from the police station?	no	yes
local_coherence	1	and_comma	2	 47	Jenny talked to the reporter, and the photographer took pictures of the scene.	Did Jenny talk to the photographer?	no	yes
local_coherence	1	and_comma	2	 46	The robber shot the jeweler, and the salesman reported the crime to the police.	Did the robber shoot the jeweler?	yes	no
local_coherence	1	and_comma	2	 45	The journalist criticized Nick, and Sam called the newspaper to complain.	Did Sam call the newspaper?	yes	no
local_coherence	1	and_comma	2	 44	The actress yelled at the cameraman, and the director hurried out of the room.	Did the cameraman hurry out of the room?	no	yes
local_coherence	1	and_comma	2	 43	Sam hired the plumber, and the carpenter ordered the materials for the house.	Did the carpenter order materials?	yes	no
local_coherence	1	and_comma	2	 42	The police arrested the burglar, and his brother phoned a lawyer for help.	Was the burglar arrested?	yes	no
local_coherence	1	and_comma	2	 41	The knight greeted the king, and the queen waved to her people at the feast.	Did the king wave to people at the feast?	no	yes
local_coherence	1	and_comma	2	 39	The woman could not find Bill, and his girlfriend became nervous and upset.	Could the woman find Bill?	no	yes
local_coherence	1	and_comma	2	 38	Bobby yelled at the teacher, and the principal asked his parents for a meeting.	Did Bobby yell at the teacher?	yes	no
local_coherence	1	and_no_comma	1	 44	The actress yelled at the cameraman and the director hurried out of the room.	Did the cameraman hurry out of the room?	no	yes
local_coherence	1	and_comma	2	 37	The teacher praised the girl, and her family was proud of her good grades.	Was the girl's family proud of her grades?	yes	no
local_coherence	1	and_no_comma	1	 36	The crowd cheered for the model and the designer took a bow after the show.	Did the designer take a bow?	yes	no
local_coherence	1	and_no_comma	1	 35	The juggler entertained the children and their parents drank wine at the party.	Did the juggler drink wine?	no	yes
local_coherence	1	and_no_comma	1	 34	The woman dressed her baby and her son got his clothes from the dresser.	Did the women dress her son?	no	yes
local_coherence	1	and_no_comma	1	 33	Diane hugged her boyfriend and her friend felt uncomfortable watching them.	Did Diane's friend feel uncomfortable?	yes	no
local_coherence	1	and_no_comma	1	 32	The producer replaced the actor and the actress quit the movie after the fight.	Did the producer replace the actor?	yes	no
local_coherence	1	and_no_comma	1	 30	Jim listened to the pianist and the singer watched the organist at the concert.	Did the singer listen to the pianist?	no	yes
local_coherence	1	and_no_comma	1	 29	The ranger gave matches to the camper and his friend made a fire by the tent.	Did the camper make a fire?	no	yes
local_coherence	1	and_no_comma	1	 28	The little girl fed her pet cat and her dog wanted a can of food, too.	Did the little girl feed her dog?	no	yes
local_coherence	1	and_no_comma	1	 27	The tourist photographed the swimmer and the runner got ready for the race.	Did the tourist photograph the runner?	no	yes
local_coherence	1	adverb_high	3	 57	Jeff planned the party he will hold last month, but he hasn't sent invitations.	Has Jeff send invitations?	no	yes
local_coherence	1	and_no_comma	1	 26	The swimmer disappointed her coach and her mother tried to console her.	Did the swimmer’s mother try to console her?	yes	no
local_coherence	1	and_no_comma	1	 25	The nurse examined the mother and the child played quietly in the corner.	Did the child play quietly?	yes	no
local_coherence	1	relative_low	6	 24	The niece of the butler who scolded himself for losing the key was very upset.	Was the butler very upset?	no	yes
local_coherence	1	relative_low	6	 23	The aunt of the waiter who trained himself to cook wanted to own a restaurant.	Did the waiter want to own a restaurant?	no	yes
local_coherence	1	relative_low	6	 22	The sister of the boy who taught himself advanced mathematics was very smart.	Was the sister of the boy very smart?	yes	no
local_coherence	1	relative_low	6	 21	The daughter of the king who devoted himself to the kingdom was never emotional.	Was the daughter of the king emotional?	no	yes
local_coherence	1	relative_low	6	 20	The niece of the fisherman who got himself a sailboat learned to sail.	Did the niece of the fisherman learn to sail?	yes	no
local_coherence	1	relative_low	6	 19	The grandma of the policeman who educated himself at night became a teacher.	Did the grandma of the policeman become a teacher?	yes	no
local_coherence	1	relative_low	6	 18	The uncle of the girl who prepared herself for the race was a great athlete.	Was the uncle of the girl a great athlete?	yes	no
local_coherence	1	relative_low	6	 17	The nephew of the queen who praised herself all the time was very rude.	Was the queen very rude?	no	yes
local_coherence	1	relative_low	6	 16	The grandfather of the policewoman who treated herself so badly was troubled.	Was the grandfather of the policewoman troubled?	yes	no
local_coherence	1	relative_low	6	 15	The nephew of the maid who cut herself with the knife called the doctor.	Did the nephew of the maid call the doctor?	yes	no
local_coherence	1	relative_low	6	 14	The brother of the ballerina who found herself in a lot of trouble phoned home.	Did the ballerina phone home?	no	yes
local_coherence	1	relative_low	6	 13	The son of the princess who scratched herself in public was awfully embarrassed.	Was the princess embarrassed?	no	yes
local_coherence	1	relative_high	5	 12	The sister of the prince who injured hrself falling off a roof was still sad.	Was the prince sad?	no	yes
local_coherence	1	relative_high	5	 11	The daughter of the actor who hated herself for failing always seemed unhappy.	Was the daughter of the actor happy?	no	yes
local_coherence	1	relative_high	5	 10	The sister of the salesman who made a fool of herself at work was very angry.	Was the sister of the salesman angry?	yes	no
local_coherence	1	relative_high	5	 9	The daughter of the man who complimented herself in public was beautiful.	Was the daughter of the man beautiful?	yes	no
local_coherence	1	relative_high	5	 8	The aunt of the schoolboy who hurt herself was concerned about the injury.	Was the schoolboy concerned about the injury?	no	yes
local_coherence	1	relative_high	5	 7	The grandma of the fireman who criticized herself far too often was anxious.	Was the fireman anxious?	no	yes
local_coherence	1	relative_high	5	 6	The grandfather of the woman who killed himself last summer had been to prison.	Had the grandfather of the woman been to prison?	yes	no
local_coherence	1	relative_high	5	 5	The brother of the schoolgirl who burned himself was usually very careful.	Was the brother of the schoolgirl usually careful?	yes	no
local_coherence	1	relative_high	5	 4	The son of the lady who politely introduced himself was popular at the party.	Was the lady popular at the party?	no	yes
local_coherence	1	relative_high	5	 3	The uncle of the waitress who hurt himself was shocked by the accident.	Was the waitress shocked by the accident?	no	yes
local_coherence	1	relative_high	5	 2	The brother of the bride who embarrassed himself at the wedding felt ashamed.	Was the brother of the bride ashamed?	yes	no
local_coherence	1	relative_low	6	 2	The brother of the bride who embarrassed herself at the wedding felt ashamed.	Was the brother of the bride ashamed?	yes	no
local_coherence	1	adverb_high	3	 55	Tom will plant the tree he bought next week, but he isn't sure where to put it.	Does Tom know where to put the tree?	no	yes
local_coherence	1	relative_high	5	 1	The son of the actress who shot himself on the set was under investigation.	Was the son of the actress under investigation?	yes	no
local_coherence	1	adverb_high	3	 51	David caught the fish he will cook yesterday, but it is not his favorite kind.	Will David cook the fish?	yes	no
local_coherence	1	filler	8	 134	The children of the rich man were spoiled, but they were charming and handsome.	Were the children of the rich man spoiled?	yes	no
local_coherence	1	filler	8	 133	Yesterday, the wife of the politician discussed health care with old people.	Did the politician discuss health care?	no	yes
local_coherence	1	filler	8	 132	The boyfriend of the model was killed in an accident while skiing last week.	Did the boyfriend of the model go skiing?	yes	no
local_coherence	1	filler	8	 131	The cute girl who was on the cover of the magazine became a famous doctor.	Did the cute girl become a doctor?	yes	no
local_coherence	1	and_no_comma	1	 31	The audience applauded the guitarist and the band cheered for him very loudly.	Did the audience applaud the guitarist?	yes	no
local_coherence	1	filler	8	 130	The writer of the novels thought himself to be a genius, but he wasn't.	Was the writer a genius?	no	yes
local_coherence	1	filler	8	 129	Todd wanted to be a barber, but his shaky hands prevented him from becoming one.	Did Todd want to be an actor?	no	yes
local_coherence	1	filler	8	 128	Julie dated Adam and Andy, but she married Jeff in Las Vegas last month.	Did Julie marry Adam?	no	yes
local_coherence	1	and_comma	2	 40	The customer complained about the waiter, and the chef gave him a free dessert.	Did the customer get a free dessert?	yes	no
local_coherence	1	filler	8	 127	The student who was running out of money gave himself a haircut last week.	Did the student cut his hair?	yes	no
local_coherence	1	filler	8	 126	Judy cooked in the kitchen, and Richard barbecued outside in the yard.	Did Richard barbecue in the yard?	yes	no
local_coherence	1	filler	8	 125	The gardener was happy with the flowers, but the owner of the house was not.	Was the owner happy with the flowers?	no	yes
local_coherence	1	filler	8	 124	Sarah and her mother had steak, potatoes, and green beans for dinner last night.	Did Sarah eat spaghetti and meatballs?	no	yes
local_coherence	1	filler	8	 123	Margo will open bakeries in Chicago and New York after getting a loan next year.	Will Margo open a bakery in New York?	yes	no
local_coherence	1	filler	8	 122	Cindy treated herself to a vacation in China and several other Asian countries.	Did Cindy go on a vacation to Africa?	no	yes
local_coherence	1	filler	8	 121	The nurse took care of the old lady who could not take care of herself.	Could the old lady take care of herself?	no	yes
local_coherence	1	relative_low	6	 9	The daughter of the man who complimented himself in public was beautiful.	Was the daughter of the man beautiful?	yes	no
local_coherence	1	filler	8	 120	The pilot will fly a new airplane to Europe and back beginning next week.	Will the pilot fly to Europe?	yes	no
local_coherence	1	filler	8	 119	Megan got angry with her boss and sued him for discrimination last month.	Did the boss sue for discrimination?	no	yes
local_coherence	1	filler	8	 118	The father of the pretty girl cleaned up the house all by himself last week.	Did the pretty girl clean the house?	no	yes
local_coherence	1	filler	8	 117	Bill will quit his job next month to take care of his kids and step-children.	Will Bill quit his job?	yes	no
local_coherence	1	filler	8	 116	The thief noticed the boy and the girl watching him from the upstairs window.	Did the boy watch the thief?	yes	no
local_coherence	1	filler	8	 115	The boy who was wearing a blue cap went missing on his way home last week.	Was the boy wearing a blue cap?	yes	no
local_coherence	1	filler	8	 114	Hugh took too long to propose, and his girlfriend decided to marry someone else.	Did Hugh’s girlfriend propose to him?	no	yes
local_coherence	1	filler	8	 113	The old man amused himself by gossiping with his children and friends.	Did the old man gossip with his friends?	yes	no
local_coherence	1	filler	8	 112	Jane and John studied math and history yesterday, but they failed the exams.	Did Jane and John pass the exams?	no	yes
local_coherence	1	practice	7	 108	The semester will start next week, but the students and teachers are not ready.	Are the students and teachers ready?	no	yes
local_coherence	1	practice	7	 107	The mother of the prisoner sent him packages that contained cookies and novels.	Did the mother send packages to the prisoner?	yes	no
local_coherence	1	filler	8	 111	The infant was able to stand by himself for the first time last week.	Did the infant stand by himself last week?	yes	no
local_coherence	1	practice	7	 106	The visitors at the zoo watched the zookeeper who the monkeys and apes teased.	Did the monkeys tease the zookeeper?	yes	no
local_coherence	1	practice	7	 105	The reporter had dinner yesterday with the baseball player who Kevin admired.	Did the reporter have dinner with Kevin?	no	yes
local_coherence	1	practice	7	 104	The therapist set up a meeting with the upset woman and her husband yesterday.	Did the therapist set up a meeting?	yes	no
local_coherence	1	practice	7	 103	Maya played with the blocks and the balls, but she soon got bored with them.	Did Maya play with the blocks?	yes	no
local_coherence	1	adverb_low	4	 72	Kim will display the photos she took last month, but she won't show all of them.	Will Kim show all the photos?	no	yes
local_coherence	1	practice	7	 102	The patient who the doctor treated became better after only a few treatments.	Did the patient get better without treatment?	no	yes
local_coherence	1	practice	7	 101	The husband of the beautiful woman bought her roses and candy for her birthday.	Did the woman buy roses?	no	yes
