experiment,experiment_id,condition,condition_id,item_id,text,question,response_true,response_distractors,word_nr
local_coherence,1,adverb_low,4,62,some,Did James drive a car?,yes,no,12
local_coherence,1,adverb_low,4,62,help.,Did James drive a car?,yes,no,13
local_coherence,1,adverb_low,4,61,Linda,Will Linda wear her skirt?,no,yes,0
local_coherence,1,adverb_low,4,61,will,Will Linda wear her skirt?,no,yes,1
local_coherence,1,adverb_low,4,61,wear,Will Linda wear her skirt?,no,yes,2
local_coherence,1,adverb_low,4,61,the,Will Linda wear her skirt?,no,yes,3
local_coherence,1,adverb_low,4,61,sweater,Will Linda wear her skirt?,no,yes,4
local_coherence,1,adverb_low,4,61,she,Will Linda wear her skirt?,no,yes,5
local_coherence,1,adverb_low,4,61,washed,Will Linda wear her skirt?,no,yes,6
local_coherence,1,adverb_low,4,61,"yesterday,",Will Linda wear her skirt?,no,yes,7
local_coherence,1,adverb_low,4,61,but,Will Linda wear her skirt?,no,yes,8
local_coherence,1,adverb_low,4,61,she,Will Linda wear her skirt?,no,yes,9
local_coherence,1,adverb_low,4,61,won't,Will Linda wear her skirt?,no,yes,10
local_coherence,1,adverb_low,4,61,wear,Will Linda wear her skirt?,no,yes,11
local_coherence,1,adverb_low,4,61,her,Will Linda wear her skirt?,no,yes,12
local_coherence,1,adverb_low,4,61,skirt.,Will Linda wear her skirt?,no,yes,13
local_coherence,1,adverb_high,3,56,Lisa,Will Lisa change her plans?,yes,no,0
local_coherence,1,adverb_high,3,56,will,Will Lisa change her plans?,yes,no,1
local_coherence,1,adverb_high,3,56,change,Will Lisa change her plans?,yes,no,2
local_coherence,1,adverb_high,3,56,the,Will Lisa change her plans?,yes,no,3
local_coherence,1,adverb_high,3,56,plans,Will Lisa change her plans?,yes,no,4
local_coherence,1,adverb_high,3,56,she,Will Lisa change her plans?,yes,no,5
local_coherence,1,adverb_high,3,56,made,Will Lisa change her plans?,yes,no,6
local_coherence,1,adverb_high,3,56,next,Will Lisa change her plans?,yes,no,7
local_coherence,1,adverb_high,3,56,"week,",Will Lisa change her plans?,yes,no,8
local_coherence,1,adverb_high,3,56,but,Will Lisa change her plans?,yes,no,9
local_coherence,1,adverb_high,3,56,she,Will Lisa change her plans?,yes,no,10
local_coherence,1,adverb_high,3,56,won't,Will Lisa change her plans?,yes,no,11
local_coherence,1,adverb_high,3,56,cancel,Will Lisa change her plans?,yes,no,12
local_coherence,1,adverb_high,3,56,any,Will Lisa change her plans?,yes,no,13
local_coherence,1,adverb_high,3,56,of,Will Lisa change her plans?,yes,no,14
local_coherence,1,adverb_high,3,56,them.,Will Lisa change her plans?,yes,no,15
local_coherence,1,adverb_high,3,54,Joseph,Will Joseph serve the beer?,yes,no,0
local_coherence,1,adverb_high,3,54,brewed,Will Joseph serve the beer?,yes,no,1
local_coherence,1,adverb_high,3,54,the,Will Joseph serve the beer?,yes,no,2
local_coherence,1,adverb_high,3,54,beer,Will Joseph serve the beer?,yes,no,3
local_coherence,1,adverb_high,3,54,he,Will Joseph serve the beer?,yes,no,4
local_coherence,1,adverb_high,3,54,will,Will Joseph serve the beer?,yes,no,5
local_coherence,1,adverb_high,3,54,serve,Will Joseph serve the beer?,yes,no,6
local_coherence,1,adverb_high,3,54,last,Will Joseph serve the beer?,yes,no,7
local_coherence,1,adverb_high,3,54,"week,",Will Joseph serve the beer?,yes,no,8
local_coherence,1,adverb_high,3,54,but,Will Joseph serve the beer?,yes,no,9
local_coherence,1,adverb_high,3,54,it,Will Joseph serve the beer?,yes,no,10
local_coherence,1,adverb_high,3,54,is,Will Joseph serve the beer?,yes,no,11
local_coherence,1,adverb_high,3,54,not,Will Joseph serve the beer?,yes,no,12
local_coherence,1,adverb_high,3,54,very,Will Joseph serve the beer?,yes,no,13
local_coherence,1,adverb_high,3,54,tasty.,Will Joseph serve the beer?,yes,no,14
local_coherence,1,adverb_high,3,53,Jane,Did Jane review the lecture?,no,yes,0
local_coherence,1,adverb_high,3,53,prepared,Did Jane review the lecture?,no,yes,1
local_coherence,1,adverb_high,3,53,the,Did Jane review the lecture?,no,yes,2
local_coherence,1,adverb_high,3,53,lecture,Did Jane review the lecture?,no,yes,3
local_coherence,1,adverb_high,3,53,she,Did Jane review the lecture?,no,yes,4
local_coherence,1,adverb_high,3,53,will,Did Jane review the lecture?,no,yes,5
local_coherence,1,adverb_high,3,53,give,Did Jane review the lecture?,no,yes,6
local_coherence,1,adverb_high,3,53,last,Did Jane review the lecture?,no,yes,7
local_coherence,1,adverb_high,3,53,"week,",Did Jane review the lecture?,no,yes,8
local_coherence,1,adverb_high,3,53,but,Did Jane review the lecture?,no,yes,9
local_coherence,1,adverb_high,3,53,still,Did Jane review the lecture?,no,yes,10
local_coherence,1,adverb_high,3,53,needs,Did Jane review the lecture?,no,yes,11
local_coherence,1,adverb_high,3,53,to,Did Jane review the lecture?,no,yes,12
local_coherence,1,adverb_high,3,53,review,Did Jane review the lecture?,no,yes,13
local_coherence,1,adverb_high,3,53,it.,Did Jane review the lecture?,no,yes,14
local_coherence,1,adverb_high,3,52,Sue,Did Sue insult the candidate?,yes,no,0
local_coherence,1,adverb_high,3,52,insulted,Did Sue insult the candidate?,yes,no,1
local_coherence,1,adverb_high,3,52,the,Did Sue insult the candidate?,yes,no,2
local_coherence,1,adverb_high,3,52,candidate,Did Sue insult the candidate?,yes,no,3
local_coherence,1,adverb_high,3,52,she,Did Sue insult the candidate?,yes,no,4
local_coherence,1,adverb_high,3,52,will,Did Sue insult the candidate?,yes,no,5
local_coherence,1,adverb_high,3,52,debate,Did Sue insult the candidate?,yes,no,6
local_coherence,1,adverb_high,3,52,"yesterday,",Did Sue insult the candidate?,yes,no,7
local_coherence,1,adverb_high,3,52,but,Did Sue insult the candidate?,yes,no,8
local_coherence,1,adverb_high,3,52,she,Did Sue insult the candidate?,yes,no,9
local_coherence,1,adverb_high,3,52,wishes,Did Sue insult the candidate?,yes,no,10
local_coherence,1,adverb_high,3,52,she,Did Sue insult the candidate?,yes,no,11
local_coherence,1,adverb_high,3,52,hadn't.,Did Sue insult the candidate?,yes,no,12
local_coherence,1,adverb_high,3,50,Robert,Does Robert want to meet his friend?,no,yes,0
local_coherence,1,adverb_high,3,50,will,Does Robert want to meet his friend?,no,yes,1
local_coherence,1,adverb_high,3,50,meet,Does Robert want to meet his friend?,no,yes,2
local_coherence,1,adverb_high,3,50,the,Does Robert want to meet his friend?,no,yes,3
local_coherence,1,adverb_high,3,50,friend,Does Robert want to meet his friend?,no,yes,4
local_coherence,1,adverb_high,3,50,he,Does Robert want to meet his friend?,no,yes,5
local_coherence,1,adverb_high,3,50,phoned,Does Robert want to meet his friend?,no,yes,6
local_coherence,1,adverb_high,3,50,"tomorrow,",Does Robert want to meet his friend?,no,yes,7
local_coherence,1,adverb_high,3,50,but,Does Robert want to meet his friend?,no,yes,8
local_coherence,1,adverb_high,3,50,he,Does Robert want to meet his friend?,no,yes,9
local_coherence,1,adverb_high,3,50,doesn't,Does Robert want to meet his friend?,no,yes,10
local_coherence,1,adverb_high,3,50,want,Does Robert want to meet his friend?,no,yes,11
local_coherence,1,adverb_high,3,50,to.,Does Robert want to meet his friend?,no,yes,12
local_coherence,1,adverb_high,3,49,Anne,Will Anne serve the plums?,no,yes,0
local_coherence,1,adverb_high,3,49,will,Will Anne serve the plums?,no,yes,1
local_coherence,1,adverb_high,3,49,serve,Will Anne serve the plums?,no,yes,2
local_coherence,1,adverb_high,3,49,the,Will Anne serve the plums?,no,yes,3
local_coherence,1,adverb_high,3,49,apples,Will Anne serve the plums?,no,yes,4
local_coherence,1,adverb_high,3,49,she,Will Anne serve the plums?,no,yes,5
local_coherence,1,adverb_high,3,49,picked,Will Anne serve the plums?,no,yes,6
local_coherence,1,adverb_high,3,49,"tomorrow,",Will Anne serve the plums?,no,yes,7
local_coherence,1,adverb_high,3,49,but,Will Anne serve the plums?,no,yes,8
local_coherence,1,adverb_high,3,49,she,Will Anne serve the plums?,no,yes,9
local_coherence,1,adverb_high,3,49,won't,Will Anne serve the plums?,no,yes,10
local_coherence,1,adverb_high,3,49,serve,Will Anne serve the plums?,no,yes,11
local_coherence,1,adverb_high,3,49,the,Will Anne serve the plums?,no,yes,12
local_coherence,1,adverb_high,3,49,plums.,Will Anne serve the plums?,no,yes,13
local_coherence,1,and_comma,2,39,The,Could the woman find Bill?,no,yes,0
local_coherence,1,and_comma,2,39,woman,Could the woman find Bill?,no,yes,1
local_coherence,1,and_comma,2,39,could,Could the woman find Bill?,no,yes,2
local_coherence,1,and_comma,2,39,not,Could the woman find Bill?,no,yes,3
local_coherence,1,and_comma,2,39,find,Could the woman find Bill?,no,yes,4
local_coherence,1,and_comma,2,39,"Bill,",Could the woman find Bill?,no,yes,5
local_coherence,1,and_comma,2,39,and,Could the woman find Bill?,no,yes,6
local_coherence,1,and_comma,2,39,his,Could the woman find Bill?,no,yes,7
local_coherence,1,and_comma,2,39,girlfriend,Could the woman find Bill?,no,yes,8
local_coherence,1,and_comma,2,39,became,Could the woman find Bill?,no,yes,9
local_coherence,1,and_comma,2,39,nervous,Could the woman find Bill?,no,yes,10
local_coherence,1,and_comma,2,39,and,Could the woman find Bill?,no,yes,11
local_coherence,1,and_comma,2,39,upset.,Could the woman find Bill?,no,yes,12
local_coherence,1,and_comma,2,38,Bobby,Did Bobby yell at the teacher?,yes,no,0
local_coherence,1,and_comma,2,38,yelled,Did Bobby yell at the teacher?,yes,no,1
local_coherence,1,and_comma,2,38,at,Did Bobby yell at the teacher?,yes,no,2
local_coherence,1,and_comma,2,38,the,Did Bobby yell at the teacher?,yes,no,3
local_coherence,1,and_comma,2,38,"teacher,",Did Bobby yell at the teacher?,yes,no,4
local_coherence,1,and_comma,2,38,and,Did Bobby yell at the teacher?,yes,no,5
local_coherence,1,and_comma,2,38,the,Did Bobby yell at the teacher?,yes,no,6
local_coherence,1,and_comma,2,38,principal,Did Bobby yell at the teacher?,yes,no,7
local_coherence,1,and_comma,2,38,asked,Did Bobby yell at the teacher?,yes,no,8
local_coherence,1,and_comma,2,38,his,Did Bobby yell at the teacher?,yes,no,9
local_coherence,1,and_comma,2,38,parents,Did Bobby yell at the teacher?,yes,no,10
local_coherence,1,and_comma,2,38,for,Did Bobby yell at the teacher?,yes,no,11
local_coherence,1,and_comma,2,38,a,Did Bobby yell at the teacher?,yes,no,12
local_coherence,1,and_comma,2,38,meeting.,Did Bobby yell at the teacher?,yes,no,13
local_coherence,1,and_comma,2,37,The,Was the girl's family proud of her grades?,yes,no,0
local_coherence,1,and_comma,2,37,teacher,Was the girl's family proud of her grades?,yes,no,1
local_coherence,1,and_comma,2,37,praised,Was the girl's family proud of her grades?,yes,no,2
local_coherence,1,and_comma,2,37,the,Was the girl's family proud of her grades?,yes,no,3
local_coherence,1,and_comma,2,37,"girl,",Was the girl's family proud of her grades?,yes,no,4
local_coherence,1,and_comma,2,37,and,Was the girl's family proud of her grades?,yes,no,5
local_coherence,1,and_comma,2,37,her,Was the girl's family proud of her grades?,yes,no,6
local_coherence,1,and_comma,2,37,family,Was the girl's family proud of her grades?,yes,no,7
local_coherence,1,and_comma,2,37,was,Was the girl's family proud of her grades?,yes,no,8
local_coherence,1,and_comma,2,37,proud,Was the girl's family proud of her grades?,yes,no,9
local_coherence,1,and_comma,2,37,of,Was the girl's family proud of her grades?,yes,no,10
local_coherence,1,and_comma,2,37,her,Was the girl's family proud of her grades?,yes,no,11
local_coherence,1,and_comma,2,37,good,Was the girl's family proud of her grades?,yes,no,12
local_coherence,1,and_comma,2,37,grades.,Was the girl's family proud of her grades?,yes,no,13
local_coherence,1,and_no_comma,1,32,The,Did the producer replace the actor?,yes,no,0
local_coherence,1,and_no_comma,1,32,producer,Did the producer replace the actor?,yes,no,1
local_coherence,1,and_no_comma,1,32,replaced,Did the producer replace the actor?,yes,no,2
local_coherence,1,and_no_comma,1,32,the,Did the producer replace the actor?,yes,no,3
local_coherence,1,and_no_comma,1,32,actor,Did the producer replace the actor?,yes,no,4
local_coherence,1,and_no_comma,1,32,and,Did the producer replace the actor?,yes,no,5
local_coherence,1,and_no_comma,1,32,the,Did the producer replace the actor?,yes,no,6
