experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_distractors
local_coherence	1	relative_high	5	2	The brother of the bride who embarrassed himself at the wedding felt ashamed.	Was the brother of the bride ashamed?	yes	no
local_coherence	1	adverb_high	3	55	Tom will plant the tree he bought next week, but he isn't sure where to put it.	Does Tom know where to put the tree?	no	yes
local_coherence	1	relative_high	5	1	The son of the actress who shot himself on the set was under investigation.	Was the son of the actress under investigation?	yes	no
local_coherence	1	adverb_high	3	51	David caught the fish he will cook yesterday, but it is not his favorite kind.	Will David cook the fish?	yes	no
local_coherence	1	and_no_comma	1	31	The audience applauded the guitarist and the band cheered for him very loudly.	Did the audience applaud the guitarist?	yes	no
local_coherence	1	and_comma	2	40	The customer complained about the waiter, and the chef gave him a free dessert.	Did the customer get a free dessert?	yes	no
local_coherence	1	relative_low	6	9	The daughter of the man who complimented himself in public was beautiful.	Was the daughter of the man beautiful?	yes	no
local_coherence	1	filler	8	118	The father of the pretty girl cleaned up the house all by himself last week.	Did the pretty girl clean the house?	no	yes
local_coherence	1	filler	8	117	Bill will quit his job next month to take care of his kids and step-children.	Will Bill quit his job?	yes	no
local_coherence	1	filler	8	116	The thief noticed the boy and the girl watching him from the upstairs window.	Did the boy watch the thief?	yes	no
local_coherence	1	filler	8	115	The boy who was wearing a blue cap went missing on his way home last week.	Was the boy wearing a blue cap?	yes	no
local_coherence	1	filler	8	114	Hugh took too long to propose, and his girlfriend decided to marry someone else.	Did Hughs girlfriend propose to him?	no	yes
local_coherence	1	filler	8	113	The old man amused himself by gossiping with his children and friends.	Did the old man gossip with his friends?	yes	no
local_coherence	1	filler	8	112	Jane and John studied math and history yesterday, but they failed the exams.	Did Jane and John pass the exams?	no	yes
local_coherence	1	filler	8	111	The infant was able to stand by himself for the first time last week.	Did the infant stand by himself last week?	yes	no
